지점,지점명,일시,10CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s)
977,오창가곡,2018-07-17,14.0,27.8,30.5,24.41,36.72455,127.46688,77.33333333333333,1.25
977,오창가곡,2018-07-29,25.0,29.4,31.2,25.27,36.72455,127.46688,70.66666666666667,1.75
977,오창가곡,2018-07-30,21.0,29.5,31.1,21.68,36.72455,127.46688,70.66666666666667,1.25
977,오창가곡,2018-07-31,18.0,30.0,31.7,25.87,36.72455,127.46688,68.33333333333333,1.15
977,오창가곡,2018-08-01,16.0,31.2,32.3,25.39,36.72455,127.46688,68.33333333333333,0.95
977,오창가곡,2018-08-02,13.0,31.5,32.4,24.34,36.72455,127.46688,65.0,1.05
977,오창가곡,2018-12-08,25.0,-6.9,-0.4,3.76,36.72455,127.46688,56.0,1.15
977,오창가곡,2018-12-09,21.0,-6.4,-0.8,4.8,36.72455,127.46688,51.66666666666666,0.9
977,오창가곡,2018-12-10,19.0,-3.8,-0.9,4.96,36.72455,127.46688,51.0,1.05
977,오창가곡,2018-12-11,22.0,-2.2,-0.2,2.58,36.72455,127.46688,79.66666666666667,0.8500000000000001
977,오창가곡,2018-12-12,24.0,-4.2,0.0,12.26,36.72455,127.46688,72.33333333333333,0.8
977,오창가곡,2018-12-13,23.0,-2.6,-0.1,2.61,36.72455,127.46688,75.66666666666667,1.65
977,오창가곡,2018-12-14,20.0,-5.1,-0.5,4.74,36.72455,127.46688,67.33333333333333,0.95
977,오창가곡,2018-12-15,15.0,-4.2,-0.8,5.05,36.72455,127.46688,69.33333333333333,0.4
977,오창가곡,2018-12-26,28.0,0.4,0.5,5.7,36.72455,127.46688,52.333333333333336,1.55
977,오창가곡,2018-12-27,24.0,-7.4,-0.6,4.59,36.72455,127.46688,36.66666666666666,1.95
977,오창가곡,2018-12-28,15.0,-9.5,-1.6,4.81,36.72455,127.46688,53.333333333333336,1.4
977,오창가곡,2019-04-30,25.0,15.3,17.6,21.95,36.72455,127.46688,75.0,1.25
977,오창가곡,2019-05-01,24.0,15.4,18.2,21.88,36.72455,127.46688,64.66666666666667,2.1
977,오창가곡,2019-05-02,22.0,15.6,19.3,22.44,36.72455,127.46688,60.66666666666666,2.4
977,오창가곡,2019-05-03,20.0,16.8,20.4,21.82,36.72455,127.46688,55.66666666666666,1.5
977,오창가곡,2019-05-04,18.0,17.5,20.8,18.83,36.72455,127.46688,57.66666666666666,1.05
977,오창가곡,2019-05-05,16.0,18.1,20.1,20.14,36.72455,127.46688,45.66666666666666,1.4
977,오창가곡,2019-05-06,14.0,13.9,12.9,24.06,36.72455,127.46688,46.0,2.7
977,오창가곡,2019-06-07,26.0,18.9,20.4,7.63,36.72455,127.46688,93.33333333333331,2.45
977,오창가곡,2019-06-08,23.0,21.4,24.4,22.57,36.72455,127.46688,76.66666666666667,0.8500000000000001
977,오창가곡,2019-06-09,22.0,21.8,24.7,21.82,36.72455,127.46688,77.0,1.2000000000000002
977,오창가곡,2019-06-10,24.0,19.0,22.1,15.92,36.72455,127.46688,79.33333333333333,1.1
977,오창가곡,2019-06-11,22.0,20.6,24.3,24.78,36.72455,127.46688,65.33333333333333,1.0
977,오창가곡,2019-06-12,20.0,20.4,24.1,25.17,36.72455,127.46688,76.33333333333333,1.0
977,오창가곡,2019-06-13,19.0,22.9,25.6,25.43,36.72455,127.46688,67.66666666666667,0.8
977,오창가곡,2019-06-14,17.0,21.5,23.1,11.12,36.72455,127.46688,75.0,0.55
977,오창가곡,2019-06-15,16.0,21.4,24.4,22.91,36.72455,127.46688,74.33333333333333,1.5
977,오창가곡,2019-06-16,15.0,21.3,24.6,23.43,36.72455,127.46688,73.66666666666667,0.8
977,오창가곡,2019-07-29,27.0,27.7,28.6,21.78,36.72455,127.46688,83.66666666666667,1.65
977,오창가곡,2019-07-30,24.0,28.4,28.2,18.99,36.72455,127.46688,83.33333333333333,1.75
977,오창가곡,2019-07-31,22.0,28.6,28.3,16.97,36.72455,127.46688,81.0,2.35
977,오창가곡,2019-08-01,21.0,28.5,29.3,19.83,36.72455,127.46688,85.0,1.2
977,오창가곡,2019-08-02,19.0,29.6,30.9,25.65,36.72455,127.46688,76.0,0.45
977,오창가곡,2019-08-03,17.0,28.9,30.8,19.24,36.72455,127.46688,84.0,0.6499999999999999
977,오창가곡,2019-08-04,16.0,29.6,31.1,22.27,36.72455,127.46688,78.66666666666667,0.6
977,오창가곡,2019-08-05,15.0,29.1,30.4,19.26,36.72455,127.46688,87.33333333333333,0.55
977,오창가곡,2019-09-06,26.0,25.5,25.6,9.34,36.72455,127.46688,90.66666666666669,
977,오창가곡,2019-09-07,24.0,26.4,24.8,5.67,36.72455,127.46688,80.66666666666667,4.800000000000001
977,오창가곡,2019-09-08,24.0,24.8,25.5,11.83,36.72455,127.46688,90.66666666666669,0.45
977,오창가곡,2019-09-09,24.0,23.7,25.3,6.45,36.72455,127.46688,98.33333333333331,0.35
977,오창가곡,2019-09-10,24.0,26.4,26.2,14.17,36.72455,127.46688,83.0,1.05
977,오창가곡,2019-09-11,24.0,23.5,24.9,4.5,36.72455,127.46688,96.33333333333331,1.1
977,오창가곡,2019-09-12,24.0,20.7,23.4,5.06,36.72455,127.46688,86.66666666666667,0.2
977,오창가곡,2019-09-13,24.0,22.1,24.0,18.53,36.72455,127.46688,79.33333333333333,
977,오창가곡,2019-09-14,22.0,22.1,23.6,,36.72455,127.46688,88.33333333333333,0.7
977,오창가곡,2019-09-15,22.0,25.0,25.7,,36.72455,127.46688,80.33333333333333,
977,오창가곡,2019-09-16,21.0,23.7,25.2,17.5,36.72455,127.46688,77.0,
977,오창가곡,2019-09-17,19.0,21.5,23.1,18.06,36.72455,127.46688,67.33333333333333,
977,오창가곡,2019-09-18,18.0,20.4,22.7,18.29,36.72455,127.46688,70.0,0.95
977,오창가곡,2019-09-19,17.0,18.8,21.4,16.68,36.72455,127.46688,73.33333333333333,
977,오창가곡,2019-09-20,16.0,19.0,21.2,8.62,36.72455,127.46688,73.66666666666667,
977,오창가곡,2019-09-21,15.0,17.1,19.9,1.84,36.72455,127.46688,89.0,
977,오창가곡,2019-10-08,26.0,14.4,17.0,11.84,36.72455,127.46688,79.66666666666667,1.5
977,오창가곡,2019-10-10,24.0,12.9,15.8,5.61,36.72455,127.46688,85.0,0.45
977,오창가곡,2019-10-11,23.0,16.5,16.9,13.75,36.72455,127.46688,75.66666666666667,1.25
977,오창가곡,2019-10-12,23.0,17.3,16.7,13.24,36.72455,127.46688,64.66666666666667,2.6
977,오창가곡,2019-10-13,22.0,15.4,16.0,12.47,36.72455,127.46688,74.0,1.05
977,오창가곡,2019-10-14,21.0,13.1,14.9,9.07,36.72455,127.46688,80.0,
977,오창가곡,2019-10-15,20.0,12.7,14.2,8.91,36.72455,127.46688,79.33333333333333,0.75
977,오창가곡,2019-10-16,20.0,12.5,14.5,,36.72455,127.46688,84.0,
977,오창가곡,2019-10-17,19.0,13.3,15.2,7.21,36.72455,127.46688,82.0,0.35
977,오창가곡,2019-10-18,19.0,14.8,15.6,6.4,36.72455,127.46688,82.33333333333333,
977,오창가곡,2019-10-19,19.0,15.6,15.7,,36.72455,127.46688,78.66666666666667,
977,오창가곡,2019-10-20,18.0,13.1,15.0,7.99,36.72455,127.46688,88.33333333333333,0.3
977,오창가곡,2019-10-21,18.0,14.3,14.7,12.29,36.72455,127.46688,80.66666666666667,0.8500000000000001
977,오창가곡,2019-10-22,17.0,15.3,15.7,11.3,36.72455,127.46688,77.66666666666667,0.75
977,오창가곡,2019-10-23,17.0,15.6,15.8,4.55,36.72455,127.46688,77.0,0.9
977,오창가곡,2019-10-24,17.0,17.9,17.4,11.41,36.72455,127.46688,61.333333333333336,1.35
977,오창가곡,2019-10-25,16.0,17.0,16.9,9.18,36.72455,127.46688,66.0,1.5499999999999998
977,오창가곡,2019-10-26,16.0,11.2,14.5,9.62,36.72455,127.46688,70.66666666666667,
977,오창가곡,2019-10-27,15.0,8.6,12.1,,36.72455,127.46688,78.0,
977,오창가곡,2020-04-01,25.0,10.3,12.1,,36.72455,127.46688,53.0,
977,오창가곡,2020-04-02,24.0,9.1,11.3,,36.72455,127.46688,55.0,
977,오창가곡,2020-04-03,23.0,8.8,11.4,,36.72455,127.46688,49.333333333333336,
977,오창가곡,2020-04-04,22.0,8.7,11.1,,36.72455,127.46688,51.66666666666666,
977,오창가곡,2020-04-05,21.0,5.5,10.1,,36.72455,127.46688,47.333333333333336,
977,오창가곡,2020-04-06,20.0,7.7,11.5,,36.72455,127.46688,50.66666666666666,
977,오창가곡,2020-04-07,20.0,11.2,12.6,17.2,36.72455,127.46688,52.66666666666666,
977,오창가곡,2020-04-08,19.0,10.0,12.5,20.73,36.72455,127.46688,37.0,2.9000000000000004
977,오창가곡,2020-04-09,19.0,8.2,11.9,19.75,36.72455,127.46688,55.333333333333336,1.95
977,오창가곡,2020-04-10,18.0,10.3,13.1,,36.72455,127.46688,56.0,
977,오창가곡,2020-04-11,18.0,8.7,11.8,12.41,36.72455,127.46688,66.0,1.4
977,오창가곡,2020-04-12,17.0,8.6,10.0,11.18,36.72455,127.46688,65.33333333333333,2.25
977,오창가곡,2020-04-13,17.0,10.8,13.7,,36.72455,127.46688,42.66666666666666,
977,오창가곡,2020-04-14,16.0,11.3,14.0,,36.72455,127.46688,48.0,
977,오창가곡,2020-04-15,15.0,11.7,13.0,,36.72455,127.46688,46.0,
977,오창가곡,2020-05-21,25.0,16.7,20.8,,36.72455,127.46688,75.33333333333333,
977,오창가곡,2020-05-22,24.0,19.1,21.0,19.77,36.72455,127.46688,72.66666666666667,
977,오창가곡,2020-05-23,23.0,20.8,23.0,,36.72455,127.46688,69.33333333333333,
977,오창가곡,2020-05-24,22.0,19.7,20.9,,36.72455,127.46688,79.66666666666667,
977,오창가곡,2020-05-25,21.0,16.7,19.8,,36.72455,127.46688,88.0,
977,오창가곡,2020-05-26,20.0,18.5,22.0,,36.72455,127.46688,76.33333333333333,
977,오창가곡,2020-05-27,19.0,18.1,20.9,24.02,36.72455,127.46688,65.66666666666667,1.75
977,오창가곡,2020-05-28,18.0,18.0,20.7,21.93,36.72455,127.46688,75.33333333333333,
977,오창가곡,2020-05-29,17.0,20.7,24.3,,36.72455,127.46688,68.66666666666667,
977,오창가곡,2020-05-30,15.0,22.4,25.4,23.64,36.72455,127.46688,63.333333333333336,
977,오창가곡,2020-06-13,25.0,25.2,32.9,,36.72455,127.46688,81.66666666666667,
977,오창가곡,2020-06-15,24.0,23.1,28.0,,36.72455,127.46688,70.0,
977,오창가곡,2020-06-16,23.0,23.8,30.7,22.89,36.72455,127.46688,73.66666666666667,1.4
977,오창가곡,2020-06-17,22.0,23.5,26.6,16.2,36.72455,127.46688,71.66666666666667,1.5
977,오창가곡,2020-06-18,20.0,21.2,25.2,7.68,36.72455,127.46688,78.66666666666667,1.1
977,오창가곡,2020-06-19,20.0,23.5,29.0,22.39,36.72455,127.46688,74.0,1.2000000000000002
977,오창가곡,2020-06-20,19.0,24.4,31.3,22.87,36.72455,127.46688,76.66666666666667,
977,오창가곡,2020-06-21,17.0,25.9,33.2,23.89,36.72455,127.46688,68.66666666666667,1.05
977,오창가곡,2020-06-22,16.0,26.7,32.5,,36.72455,127.46688,67.33333333333333,
977,오창가곡,2020-06-23,14.0,26.4,31.9,,36.72455,127.46688,73.33333333333333,
977,오창가곡,2020-08-16,25.0,27.3,28.4,18.48,36.72455,127.46688,89.66666666666667,1.4500000000000002
977,오창가곡,2020-08-17,24.0,27.4,29.1,18.22,36.72455,127.46688,90.66666666666669,
977,오창가곡,2020-08-18,22.0,27.8,29.6,,36.72455,127.46688,88.33333333333333,
977,오창가곡,2020-08-19,21.0,27.6,29.9,,36.72455,127.46688,84.0,
977,오창가곡,2020-08-20,19.0,28.1,30.2,,36.72455,127.46688,81.66666666666667,
977,오창가곡,2020-08-21,17.0,27.9,30.3,,36.72455,127.46688,84.33333333333333,
977,오창가곡,2020-08-22,16.0,25.9,27.6,8.23,36.72455,127.46688,92.66666666666669,0.8
977,오창가곡,2020-08-23,16.0,26.1,29.1,,36.72455,127.46688,84.66666666666667,
977,오창가곡,2020-08-24,15.0,27.6,30.4,21.59,36.72455,127.46688,82.0,1.0
977,오창가곡,2020-09-18,25.0,20.1,22.2,13.63,36.72455,127.46688,75.33333333333333,1.35
977,오창가곡,2020-09-19,24.0,18.0,19.8,12.04,36.72455,127.46688,85.0,1.4500000000000002
977,오창가곡,2020-09-20,24.0,16.7,19.0,17.51,36.72455,127.46688,80.33333333333333,1.15
977,오창가곡,2020-09-21,23.0,17.0,19.9,15.3,36.72455,127.46688,80.66666666666667,0.65
977,오창가곡,2020-09-22,22.0,18.3,19.6,15.8,36.72455,127.46688,76.0,
977,오창가곡,2020-09-23,22.0,18.4,19.7,12.4,36.72455,127.46688,71.33333333333333,1.35
977,오창가곡,2020-09-24,21.0,19.4,21.9,15.96,36.72455,127.46688,72.66666666666667,1.4
977,오창가곡,2020-09-25,20.0,19.0,20.2,11.89,36.72455,127.46688,76.33333333333333,1.5
977,오창가곡,2020-09-26,19.0,18.0,19.4,15.36,36.72455,127.46688,75.66666666666667,
977,오창가곡,2020-09-27,17.0,18.3,21.5,15.99,36.72455,127.46688,78.33333333333333,
977,오창가곡,2020-09-28,16.0,17.9,21.9,,36.72455,127.46688,80.33333333333333,
977,오창가곡,2020-09-29,16.0,17.5,20.6,12.59,36.72455,127.46688,80.33333333333333,
977,오창가곡,2020-09-30,15.0,18.7,22.0,14.1,36.72455,127.46688,80.66666666666667,0.75
977,오창가곡,2020-10-04,25.0,17.2,19.6,6.63,36.72455,127.46688,78.33333333333333,1.65
977,오창가곡,2020-10-05,24.0,11.8,15.0,14.13,36.72455,127.46688,75.66666666666667,1.5
977,오창가곡,2020-10-06,22.0,12.4,15.6,14.3,36.72455,127.46688,76.0,0.95
977,오창가곡,2020-10-07,21.0,15.5,16.7,13.36,36.72455,127.46688,70.66666666666667,1.25
977,오창가곡,2020-10-08,21.0,15.2,16.3,12.24,36.72455,127.46688,71.33333333333333,1.5
977,오창가곡,2020-10-09,20.0,15.3,16.1,13.61,36.72455,127.46688,70.33333333333333,1.5499999999999998
977,오창가곡,2020-10-10,19.0,15.8,17.0,13.42,36.72455,127.46688,71.66666666666667,1.5
977,오창가곡,2020-10-11,18.0,15.5,16.2,6.31,36.72455,127.46688,83.33333333333333,0.7
977,오창가곡,2020-10-12,19.0,15.9,16.9,8.0,36.72455,127.46688,79.66666666666667,1.05
977,오창가곡,2020-10-13,18.0,11.5,13.6,8.91,36.72455,127.46688,76.0,0.95
977,오창가곡,2020-10-14,16.0,10.7,13.1,6.49,36.72455,127.46688,75.0,1.1
977,오창가곡,2020-10-15,16.0,9.9,12.9,10.32,36.72455,127.46688,66.66666666666667,0.75
977,오창가곡,2020-10-16,17.0,10.1,12.1,4.25,36.72455,127.46688,81.33333333333333,0.7
977,오창가곡,2020-10-17,16.0,10.9,12.9,9.64,36.72455,127.46688,77.0,0.8500000000000001
977,오창가곡,2020-10-18,16.0,10.3,12.0,12.34,36.72455,127.46688,79.0,0.95
977,오창가곡,2020-10-19,18.0,11.8,13.4,11.02,36.72455,127.46688,79.66666666666667,0.75
977,오창가곡,2020-10-20,18.0,11.9,13.9,10.09,36.72455,127.46688,80.66666666666667,0.65
977,오창가곡,2020-10-21,18.0,11.9,12.7,1.86,36.72455,127.46688,90.33333333333331,0.6000000000000001
977,오창가곡,2020-10-22,17.0,12.3,13.6,4.52,36.72455,127.46688,76.33333333333333,1.4
977,오창가곡,2020-10-23,17.0,7.5,9.9,11.64,36.72455,127.46688,69.0,1.3
977,오창가곡,2020-10-24,16.0,6.5,8.0,11.1,36.72455,127.46688,69.0,1.55
977,오창가곡,2020-10-25,15.0,8.6,10.3,9.64,36.72455,127.46688,78.33333333333333,0.8999999999999999
977,오창가곡,2020-12-14,27.0,-6.1,-1.7,7.11,36.72455,127.46688,50.0,2.4
977,오창가곡,2020-12-15,18.0,-7.6,-3.5,6.28,36.72455,127.46688,61.333333333333336,1.5
977,오창가곡,2020-12-16,14.0,-8.0,-4.5,5.89,36.72455,127.46688,62.66666666666666,1.5
977,오창가곡,2020-12-30,29.0,-8.1,-2.7,5.85,36.72455,127.46688,65.0,3.25
977,오창가곡,2020-12-31,14.0,-9.5,-4.4,7.62,36.72455,127.46688,76.0,1.0
977,오창가곡,2021-04-18,25.0,10.0,11.9,20.96,36.72455,127.46688,61.333333333333336,2.65
977,오창가곡,2021-04-19,24.0,11.7,12.0,,36.72455,127.46688,65.66666666666667,
977,오창가곡,2021-04-20,23.0,14.2,19.0,20.23,36.72455,127.46688,60.0,1.0
977,오창가곡,2021-04-21,22.0,18.6,21.1,19.3,36.72455,127.46688,48.66666666666666,
977,오창가곡,2021-04-22,21.0,20.8,21.6,,36.72455,127.46688,45.333333333333336,
977,오창가곡,2021-04-23,20.0,18.8,17.8,8.19,36.72455,127.46688,31.33333333333333,2.15
977,오창가곡,2021-04-24,19.0,17.0,19.4,15.13,36.72455,127.46688,45.333333333333336,1.15
977,오창가곡,2021-04-25,17.0,17.1,22.3,21.38,36.72455,127.46688,57.0,
977,오창가곡,2021-04-26,16.0,15.8,21.6,21.24,36.72455,127.46688,45.66666666666666,1.2
977,오창가곡,2021-04-27,15.0,15.8,18.3,9.24,36.72455,127.46688,65.66666666666667,
977,오창가곡,2021-06-12,26.0,24.0,26.7,21.8,36.72455,127.46688,81.66666666666667,1.15
977,오창가곡,2021-06-13,24.0,24.5,26.7,17.53,36.72455,127.46688,82.0,1.15
977,오창가곡,2021-06-14,23.0,24.5,27.9,16.4,36.72455,127.46688,83.66666666666667,0.9
977,오창가곡,2021-06-15,21.0,23.1,24.6,8.71,36.72455,127.46688,79.33333333333333,1.65
977,오창가곡,2021-06-16,20.0,24.3,27.5,18.43,36.72455,127.46688,68.66666666666667,2.05
977,오창가곡,2021-06-17,18.0,22.2,24.7,10.22,36.72455,127.46688,79.66666666666667,1.25
977,오창가곡,2021-06-18,18.0,21.3,22.9,8.51,36.72455,127.46688,93.33333333333331,2.05
977,오창가곡,2021-06-19,18.0,23.3,29.6,26.0,36.72455,127.46688,76.33333333333333,1.1
977,오창가곡,2021-06-20,16.0,23.9,28.8,21.86,36.72455,127.46688,74.33333333333333,2.55
977,오창가곡,2021-06-21,15.0,23.9,29.7,23.09,36.72455,127.46688,70.33333333333333,1.5
977,오창가곡,2021-07-14,25.0,28.8,30.2,23.0,36.72455,127.46688,83.33333333333333,1.5
977,오창가곡,2021-07-15,23.0,27.6,29.3,18.15,36.72455,127.46688,82.66666666666667,0.9
977,오창가곡,2021-07-16,22.0,27.1,29.2,22.94,36.72455,127.46688,83.0,1.1
977,오창가곡,2021-07-17,20.0,26.8,28.1,21.56,36.72455,127.46688,80.0,1.5
977,오창가곡,2021-07-18,19.0,26.7,29.4,21.23,36.72455,127.46688,83.66666666666667,0.95
977,오창가곡,2021-07-19,19.0,26.0,26.9,14.47,36.72455,127.46688,90.66666666666669,0.85
977,오창가곡,2021-07-20,18.0,27.2,28.8,,36.72455,127.46688,88.33333333333333,
977,오창가곡,2021-07-21,17.0,28.3,32.2,,36.72455,127.46688,76.66666666666667,
977,오창가곡,2021-07-22,15.0,28.1,33.1,24.56,36.72455,127.46688,78.33333333333333,1.2
977,오창가곡,2021-08-07,25.0,27.0,29.6,20.65,36.72455,127.46688,82.66666666666667,
977,오창가곡,2021-08-08,23.0,25.9,28.1,8.87,36.72455,127.46688,91.0,0.8999999999999999
977,오창가곡,2021-08-09,21.0,27.0,29.8,22.95,36.72455,127.46688,76.33333333333333,
977,오창가곡,2021-08-10,19.0,25.5,29.0,17.61,36.72455,127.46688,85.33333333333333,1.15
977,오창가곡,2021-08-11,18.0,27.2,30.0,,36.72455,127.46688,81.33333333333333,
977,오창가곡,2021-08-12,16.0,26.1,28.6,16.31,36.72455,127.46688,85.66666666666667,0.85
977,오창가곡,2021-08-14,15.0,25.0,27.6,12.93,36.72455,127.46688,84.33333333333333,1.15
977,오창가곡,2021-12-25,26.0,-8.4,-3.4,3.65,36.72455,127.46688,50.0,2.4
977,오창가곡,2021-12-26,15.0,-10.2,-4.9,4.07,36.72455,127.46688,54.66666666666666,1.3
977,오창가곡,2022-04-19,25.0,13.9,16.7,21.34,36.72455,127.46688,58.333333333333336,1.65
977,오창가곡,2022-04-20,23.0,13.9,17.2,,36.72455,127.46688,56.66666666666666,
977,오창가곡,2022-04-21,22.0,13.2,14.7,14.48,36.72455,127.46688,62.0,1.8
977,오창가곡,2022-04-22,22.0,16.0,17.9,18.39,36.72455,127.46688,76.66666666666667,3.2
977,오창가곡,2022-04-23,20.0,17.0,18.4,15.46,36.72455,127.46688,66.33333333333333,0.55
977,오창가곡,2022-04-24,19.0,18.3,20.6,21.36,36.72455,127.46688,69.66666666666667,1.4
977,오창가곡,2022-04-25,17.0,20.0,20.8,13.27,36.72455,127.46688,76.33333333333333,
977,오창가곡,2022-04-26,20.0,18.8,20.0,14.34,36.72455,127.46688,81.66666666666667,1.85
977,오창가곡,2022-04-27,19.0,16.0,19.9,21.39,36.72455,127.46688,48.333333333333336,1.25
977,오창가곡,2022-04-28,17.0,16.9,20.2,19.62,36.72455,127.46688,53.333333333333336,1.3
977,오창가곡,2022-04-29,21.0,12.7,15.4,17.85,36.72455,127.46688,75.66666666666667,2.1
977,오창가곡,2022-04-30,21.0,13.1,15.3,12.97,36.72455,127.46688,66.33333333333333,1.65
977,오창가곡,2022-05-01,20.0,12.8,17.0,24.22,36.72455,127.46688,57.333333333333336,2.4000000000000004
977,오창가곡,2022-05-02,17.0,12.9,17.1,,36.72455,127.46688,62.333333333333336,
977,오창가곡,2022-05-03,15.0,13.4,17.7,24.02,36.72455,127.46688,59.333333333333336,1.7
977,오창가곡,2022-09-08,26.0,21.0,24.9,15.93,36.72455,127.46688,80.66666666666667,0.3
977,오창가곡,2022-09-09,24.0,21.7,25.5,18.64,36.72455,127.46688,79.0,0.55
977,오창가곡,2022-09-10,23.0,21.5,24.8,15.7,36.72455,127.46688,76.0,0.5
977,오창가곡,2022-09-11,23.0,23.0,26.4,15.69,36.72455,127.46688,82.0,0.35
977,오창가곡,2022-09-12,23.0,23.1,25.4,9.73,36.72455,127.46688,92.66666666666669,0.3
977,오창가곡,2022-09-13,22.0,24.1,25.3,9.47,36.72455,127.46688,85.0,0.75
977,오창가곡,2022-09-14,22.0,23.5,25.1,13.16,36.72455,127.46688,72.33333333333333,1.0
977,오창가곡,2022-09-15,21.0,24.2,25.9,16.68,36.72455,127.46688,76.33333333333333,0.8500000000000001
977,오창가곡,2022-09-16,20.0,25.9,28.1,20.37,36.72455,127.46688,81.33333333333333,0.65
977,오창가곡,2022-09-17,18.0,27.1,29.4,18.48,36.72455,127.46688,85.0,0.35
977,오창가곡,2022-09-18,17.0,27.2,29.3,17.41,36.72455,127.46688,84.0,1.15
977,오창가곡,2022-09-19,15.0,23.7,26.3,14.99,36.72455,127.46688,72.33333333333333,3.4
977,오창가곡,2022-12-22,26.0,-5.4,0.0,3.54,36.72455,127.46688,67.0,
977,오창가곡,2022-12-23,14.0,-9.2,-0.4,6.19,36.72455,127.46688,74.66666666666667,2.2
977,오창가곡,2023-01-23,26.0,0.0,0.8,6.18,36.72455,127.46688,73.0,1.65
977,오창가곡,2023-01-24,23.0,-11.6,-2.2,7.09,36.72455,127.46688,56.0,3.55
977,오창가곡,2023-01-25,8.0,-12.1,-2.5,6.97,36.72455,127.46688,57.0,0.6499999999999999
977,오창가곡,2023-04-08,25.0,8.1,12.7,19.98,36.72455,127.46688,52.66666666666666,2.25
977,오창가곡,2023-04-09,24.0,9.4,14.3,19.61,36.72455,127.46688,63.0,
977,오창가곡,2023-04-10,24.0,11.6,14.6,18.97,36.72455,127.46688,59.333333333333336,1.7
977,오창가곡,2023-04-11,23.0,13.8,13.3,4.41,36.72455,127.46688,80.33333333333333,
977,오창가곡,2023-04-12,22.0,9.7,14.5,19.42,36.72455,127.46688,49.333333333333336,1.55
977,오창가곡,2023-04-13,21.0,12.0,15.2,15.99,36.72455,127.46688,48.0,0.65
977,오창가곡,2023-04-14,20.0,15.8,17.8,15.94,36.72455,127.46688,52.0,1.15
977,오창가곡,2023-04-15,20.0,13.0,14.1,5.68,36.72455,127.46688,86.66666666666667,0.85
977,오창가곡,2023-04-16,21.0,10.7,13.4,12.46,36.72455,127.46688,75.66666666666667,1.25
977,오창가곡,2023-04-17,21.0,12.4,16.2,19.14,36.72455,127.46688,67.66666666666667,0.85
977,오창가곡,2023-04-18,21.0,13.7,14.3,4.33,36.72455,127.46688,86.0,1.15
977,오창가곡,2023-04-19,21.0,20.2,23.5,23.35,36.72455,127.46688,70.66666666666667,1.65
977,오창가곡,2023-04-20,20.0,19.3,22.2,14.62,36.72455,127.46688,86.33333333333333,1.35
977,오창가곡,2023-04-21,18.0,17.6,20.3,13.01,36.72455,127.46688,72.0,1.05
977,오창가곡,2023-04-22,17.0,15.9,20.1,18.94,36.72455,127.46688,47.0,1.0499999999999998
977,오창가곡,2023-04-23,16.0,15.5,20.0,15.08,36.72455,127.46688,49.333333333333336,0.8
977,오창가곡,2023-04-24,15.0,14.9,18.1,15.07,36.72455,127.46688,54.333333333333336,1.6
977,오창가곡,2023-05-11,25.0,18.2,22.4,20.4,36.72455,127.46688,59.66666666666666,0.7
977,오창가곡,2023-05-12,23.0,18.5,21.7,15.31,36.72455,127.46688,60.333333333333336,0.85
977,오창가곡,2023-05-13,21.0,17.6,20.8,18.14,36.72455,127.46688,66.66666666666667,
977,오창가곡,2023-05-14,20.0,17.6,23.9,21.31,36.72455,127.46688,67.33333333333333,0.7
977,오창가곡,2023-05-15,18.0,19.8,24.7,21.73,36.72455,127.46688,66.66666666666667,0.8500000000000001
977,오창가곡,2023-05-16,16.0,22.9,26.1,21.66,36.72455,127.46688,62.333333333333336,1.65
977,오창가곡,2023-05-17,14.0,22.8,27.0,22.24,36.72455,127.46688,64.0,1.55
977,오창가곡,2023-05-31,26.0,21.6,26.2,24.17,36.72455,127.46688,67.0,0.95
977,오창가곡,2023-06-01,23.0,22.5,25.7,16.16,36.72455,127.46688,77.33333333333333,0.75
977,오창가곡,2023-06-02,21.0,21.8,27.7,23.71,36.72455,127.46688,78.0,1.4
977,오창가곡,2023-06-03,19.0,21.2,26.8,24.71,36.72455,127.46688,66.66666666666667,1.4
977,오창가곡,2023-06-04,17.0,21.9,25.1,22.41,36.72455,127.46688,62.66666666666666,1.45
977,오창가곡,2023-06-05,14.0,21.6,26.3,23.56,36.72455,127.46688,71.0,2.15
977,오창가곡,2023-07-29,25.0,29.6,34.0,25.88,36.72455,127.46688,77.66666666666667,0.75
977,오창가곡,2023-07-30,23.0,28.8,32.0,21.38,36.72455,127.46688,79.66666666666667,0.8500000000000001
977,오창가곡,2023-07-31,21.0,28.5,32.0,18.36,36.72455,127.46688,83.0,0.7
977,오창가곡,2023-08-01,20.0,29.4,33.3,22.83,36.72455,127.46688,81.0,0.5
977,오창가곡,2023-08-02,18.0,29.0,31.9,21.26,36.72455,127.46688,79.66666666666667,0.6499999999999999
977,오창가곡,2023-08-03,16.0,29.1,32.9,23.63,36.72455,127.46688,76.33333333333333,0.4
977,오창가곡,2023-08-04,14.0,29.8,33.7,19.32,36.72455,127.46688,77.33333333333333,0.3
977,오창가곡,2023-08-14,26.0,28.8,31.3,22.75,36.72455,127.46688,77.0,0.25
977,오창가곡,2023-08-15,24.0,28.9,31.3,23.09,36.72455,127.46688,77.0,0.75
977,오창가곡,2023-08-16,23.0,27.3,30.6,17.76,36.72455,127.46688,80.0,0.5
